time;temperature [C]
17/09/2023 22:53;16,5
17/09/2023 23:53;16,0
18/09/2023 00:54;15,6
18/09/2023 01:54;16,3
18/09/2023 02:55;17,5
18/09/2023 03:55;17,4
18/09/2023 04:55;19,0
18/09/2023 11:00;21,2
18/09/2023 12:01;18,2
18/09/2023 13:01;19,3
18/09/2023 14:02;22,3
18/09/2023 15:02;23,1
18/09/2023 16:03;23,0
18/09/2023 17:03;18,4
18/09/2023 18:03;17,6
18/09/2023 18:04;17,6
18/09/2023 19:04;15,9
18/09/2023 20:05;15,1
18/09/2023 21:05;14,4
18/09/2023 22:06;14,2
18/09/2023 23:06;14,7
18/09/2023 23:06;14,7
19/09/2023 00:07;14,5
19/09/2023 01:07;14,8
19/09/2023 02:07;14,4
19/09/2023 03:08;13,6
19/09/2023 04:08;13,2
19/09/2023 05:09;13,0
19/09/2023 06:09;12,9
19/09/2023 07:10;12,5
19/09/2023 08:10;12,7
19/09/2023 09:10;13,0
19/09/2023 10:11;14,1
19/09/2023 11:11;14,9
19/09/2023 12:12;16,3
19/09/2023 13:12;17,2
19/09/2023 14:13;18,0
19/09/2023 15:13;19,3
19/09/2023 16:13;17,7
19/09/2023 17:14;17,8
19/09/2023 18:14;16,6
19/09/2023 19:15;15,5
19/09/2023 20:15;15,1
19/09/2023 21:15;14,7
19/09/2023 22:16;14,4
19/09/2023 23:16;14,4
19/09/2023 23:17;14,4
20/09/2023 00:17;14,0
20/09/2023 01:17;14,3
20/09/2023 02:18;14,0
20/09/2023 03:18;13,4
20/09/2023 04:19;13,0
20/09/2023 05:19;13,1
20/09/2023 06:20;12,3
20/09/2023 07:20;13,4
20/09/2023 08:20;14,4
20/09/2023 09:21;15,9
20/09/2023 10:21;19,5
20/09/2023 11:22;19,0
20/09/2023 12:22;19,8
20/09/2023 13:22;23,4
20/09/2023 14:23;24,5
20/09/2023 15:23;23,7
20/09/2023 15:24;23,7
20/09/2023 16:24;22,9
20/09/2023 17:24;22,5
20/09/2023 18:25;19,4
20/09/2023 19:25;18,7
20/09/2023 20:26;16,1
20/09/2023 21:26;15,6
20/09/2023 22:27;14,9
20/09/2023 23:27;14,3
21/09/2023 00:27;13,8
21/09/2023 01:28;13,4
21/09/2023 02:28;13,9
21/09/2023 03:29;14,2
21/09/2023 04:29;14,2
21/09/2023 05:29;15,4
21/09/2023 06:30;15,6
21/09/2023 07:30;16,0
21/09/2023 08:31;16,3
21/09/2023 09:31;18,3
21/09/2023 10:32;21,3
21/09/2023 11:32;22,3
21/09/2023 12:32;23,2
21/09/2023 13:33;22,4
21/09/2023 14:33;21,8
21/09/2023 15:34;22,7
21/09/2023 16:34;20,3
21/09/2023 17:34;14,3
21/09/2023 18:35;14,2
21/09/2023 19:35;14,1
21/09/2023 20:36;13,7
21/09/2023 21:36;13,5
21/09/2023 22:37;13,2
21/09/2023 23:37;13,3
22/09/2023 01:38;12,0
22/09/2023 02:38;12,0
22/09/2023 02:39;12,0
22/09/2023 03:39;12,2
22/09/2023 04:39;12,2
22/09/2023 05:40;12,0
22/09/2023 06:40;11,8
22/09/2023 07:41;11,7
22/09/2023 08:41;12,0
22/09/2023 09:41;12,2
22/09/2023 10:42;13,4
22/09/2023 11:42;16,5
22/09/2023 12:43;17,4
22/09/2023 13:43;16,9
22/09/2023 14:44;18,3
22/09/2023 15:44;15,7
22/09/2023 16:44;10,9
22/09/2023 17:45;11,0
22/09/2023 18:45;10,6
22/09/2023 19:46;10,5
22/09/2023 20:46;9,8
22/09/2023 21:47;9,9
22/09/2023 22:47;9,6
22/09/2023 23:47;9,2
23/09/2023 00:48;9,6
23/09/2023 01:48;9,2
23/09/2023 02:49;9,3
23/09/2023 03:49;9,2
23/09/2023 04:49;8,9
23/09/2023 05:50;8,8
23/09/2023 06:50;8,8
23/09/2023 07:51;8,9
23/09/2023 08:51;9,5
23/09/2023 09:52;10,4
23/09/2023 10:52;12,0
23/09/2023 11:52;13,6
23/09/2023 11:53;13,6
23/09/2023 12:53;14,0
23/09/2023 13:54;14,0
23/09/2023 14:54;14,2
23/09/2023 15:54;14,3
23/09/2023 16:55;15,9
23/09/2023 17:55;13,8
23/09/2023 18:56;10,3
23/09/2023 19:56;10,0
23/09/2023 20:56;9,0
23/09/2023 21:57;10,2
23/09/2023 22:57;9,7
23/09/2023 23:58;8,4
24/09/2023 00:58;8,0
24/09/2023 01:59;6,8
24/09/2023 02:59;7,1
24/09/2023 03:59;6,3
24/09/2023 05:00;5,9
24/09/2023 06:00;6,6
24/09/2023 06:01;6,6
24/09/2023 07:01;6,9
24/09/2023 08:01;7,3
24/09/2023 09:02;9,9
24/09/2023 10:02;12,7
24/09/2023 11:03;15,4
24/09/2023 12:03;16,5
24/09/2023 13:03;18,2
24/09/2023 14:04;19,7
24/09/2023 15:04;21,0
24/09/2023 16:05;20,7
24/09/2023 17:05;18,9
24/09/2023 18:06;15,1
24/09/2023 19:06;11,9
24/09/2023 20:06;12,6
24/09/2023 21:07;12,2
24/09/2023 22:07;12,0
24/09/2023 22:08;12,0
24/09/2023 23:08;10,9
25/09/2023 00:08;10,5
25/09/2023 01:09;11,1
25/09/2023 02:09;10,0
25/09/2023 03:10;9,7
25/09/2023 04:10;9,5
25/09/2023 05:10;9,0
25/09/2023 06:11;8,8
25/09/2023 07:11;8,9
25/09/2023 08:12;9,6
25/09/2023 09:12;11,3
25/09/2023 10:13;13,2
25/09/2023 11:13;15,2
25/09/2023 12:14;18,6
25/09/2023 13:14;19,5
25/09/2023 14:14;21,0
25/09/2023 15:15;22,4
25/09/2023 16:15;22,0
25/09/2023 17:16;20,6
25/09/2023 18:16;17,0
25/09/2023 19:17;16,1
25/09/2023 20:17;14,6
25/09/2023 21:17;14,6
25/09/2023 22:18;14,5
25/09/2023 23:18;12,7
26/09/2023 00:19;13,8
26/09/2023 01:19;12,7
26/09/2023 02:20;12,8
26/09/2023 03:20;12,3
26/09/2023 04:20;11,5
26/09/2023 05:21;11,0
26/09/2023 06:21;11,3
26/09/2023 07:22;11,9
26/09/2023 08:22;12,4
26/09/2023 09:22;13,8
26/09/2023 09:23;13,8
26/09/2023 10:23;16,0
26/09/2023 11:24;17,9
26/09/2023 12:24;20,7
26/09/2023 13:24;21,7
26/09/2023 14:25;22,9
26/09/2023 16:26;25,7
26/09/2023 16:26;25,7
26/09/2023 17:27;24,0
26/09/2023 18:27;18,1
26/09/2023 19:27;15,8
26/09/2023 20:28;16,1
26/09/2023 21:28;14,9
26/09/2023 22:29;14,9
26/09/2023 23:29;13,7
27/09/2023 00:30;13,0
27/09/2023 00:30;13,0
27/09/2023 01:30;12,8
27/09/2023 02:31;13,3
27/09/2023 03:31;11,5
27/09/2023 04:31;11,8
27/09/2023 05:32;12,9
27/09/2023 06:32;9,5
27/09/2023 07:33;12,5
27/09/2023 08:33;13,7
27/09/2023 09:34;16,2
27/09/2023 10:34;18,8
27/09/2023 11:34;20,0
27/09/2023 12:35;23,8
27/09/2023 12:35;23,8
27/09/2023 12:35;23,8
27/09/2023 13:36;25,0
27/09/2023 14:36;25,6
27/09/2023 14:36;25,6
27/09/2023 15:37;25,0
27/09/2023 16:37;25,4
27/09/2023 17:38;20,8
27/09/2023 18:38;18,5
27/09/2023 19:39;16,1
27/09/2023 20:39;16,0
27/09/2023 21:39;15,4
27/09/2023 22:40;15,2
27/09/2023 23:40;17,0
28/09/2023 00:41;16,0
28/09/2023 01:41;16,8
28/09/2023 02:41;16,6
28/09/2023 03:42;15,9
28/09/2023 04:42;15,0
28/09/2023 05:43;15,3
28/09/2023 06:43;13,3
28/09/2023 07:44;12,9
28/09/2023 08:44;15,9
28/09/2023 08:44;15,9
28/09/2023 09:45;18,0
28/09/2023 10:45;20,4
28/09/2023 11:46;21,4
28/09/2023 12:46;22,4
28/09/2023 12:46;22,4
28/09/2023 13:47;23,9
28/09/2023 14:47;23,9
28/09/2023 14:47;23,9
28/09/2023 14:48;23,9
28/09/2023 15:48;24,1
28/09/2023 16:49;24,9
28/09/2023 16:49;24,9
28/09/2023 17:49;20,7
28/09/2023 18:50;20,1
28/09/2023 18:50;20,1
28/09/2023 18:50;20,1
28/09/2023 19:51;18,0
28/09/2023 19:51;18,0
28/09/2023 20:51;17,4
28/09/2023 21:52;17,0
28/09/2023 22:52;16,5
28/09/2023 23:53;15,3
29/09/2023 00:53;15,5
29/09/2023 01:53;16,4
29/09/2023 02:54;15,8
29/09/2023 03:54;15,5
29/09/2023 04:55;16,4
29/09/2023 05:55;14,5
29/09/2023 06:56;14,8
29/09/2023 07:56;16,5
29/09/2023 08:56;17,3
29/09/2023 09:57;19,0
29/09/2023 09:57;19,0
29/09/2023 10:57;19,8
29/09/2023 11:58;18,8
29/09/2023 11:58;18,8
29/09/2023 12:59;18,9
29/09/2023 12:59;18,9
29/09/2023 13:59;18,8
29/09/2023 15:00;19,6
29/09/2023 16:00;18,8
29/09/2023 17:01;17,6
29/09/2023 18:01;16,4
29/09/2023 18:01;16,4
29/09/2023 18:01;16,4
29/09/2023 19:02;16,4
29/09/2023 19:02;16,4
29/09/2023 19:02;16,4
29/09/2023 20:03;15,9
29/09/2023 21:03;15,2
29/09/2023 22:04;15,1
29/09/2023 23:04;14,8
30/09/2023 00:05;13,9
30/09/2023 00:05;13,9
30/09/2023 01:05;12,9
30/09/2023 02:06;12,8
30/09/2023 03:06;12,3
30/09/2023 04:07;11,5
30/09/2023 05:07;11,9
30/09/2023 06:07;11,4
30/09/2023 07:08;9,7
30/09/2023 08:08;11,3
30/09/2023 09:09;13,1
30/09/2023 10:09;15,4
30/09/2023 11:10;17,0
30/09/2023 12:10;16,2
30/09/2023 13:10;17,6
30/09/2023 13:11;17,6
30/09/2023 14:11;19,5
30/09/2023 15:12;19,4
30/09/2023 15:12;19,4
30/09/2023 16:12;20,0
30/09/2023 17:13;18,1
30/09/2023 18:13;15,1
30/09/2023 19:13;13,7
30/09/2023 20:14;12,2
30/09/2023 21:14;11,6
30/09/2023 22:15;11,4
30/09/2023 23:15;11,7
01/10/2023 00:16;11,0
01/10/2023 01:16;10,4
01/10/2023 02:16;10,3
01/10/2023 03:17;10,6
01/10/2023 04:17;9,4
01/10/2023 05:18;9,2
01/10/2023 06:18;8,8
01/10/2023 07:19;9,4
01/10/2023 08:19;10,4
01/10/2023 09:19;12,7
01/10/2023 09:20;12,7
01/10/2023 10:20;16,3
01/10/2023 11:20;18,8
01/10/2023 12:21;19,9
01/10/2023 13:21;21,0
01/10/2023 14:22;22,1
01/10/2023 15:22;22,9
01/10/2023 16:23;22,9
01/10/2023 17:23;21,9
01/10/2023 18:23;18,5
01/10/2023 19:24;16,9
01/10/2023 20:24;15,3
01/10/2023 21:25;14,9
01/10/2023 22:25;14,2
01/10/2023 23:26;13,6
02/10/2023 00:26;13,7
02/10/2023 01:26;14,4
02/10/2023 01:27;14,4
02/10/2023 02:27;13,1
02/10/2023 03:27;13,9
02/10/2023 04:28;12,8
02/10/2023 05:28;12,7
02/10/2023 06:29;11,5
02/10/2023 07:29;12,7
02/10/2023 08:30;13,0
02/10/2023 09:30;16,2
02/10/2023 10:30;19,6
02/10/2023 11:31;21,5
02/10/2023 12:31;22,5
02/10/2023 13:32;23,8
02/10/2023 13:32;23,8
02/10/2023 14:32;24,9
02/10/2023 15:33;26,9
02/10/2023 16:33;26,6
02/10/2023 16:34;26,6
02/10/2023 17:34;24,1
02/10/2023 18:34;19,1
02/10/2023 19:35;18,2
02/10/2023 20:35;18,3
02/10/2023 21:36;17,2
02/10/2023 22:36;16,6
02/10/2023 23:36;16,9
03/10/2023 00:37;17,3
03/10/2023 01:37;15,8
03/10/2023 02:38;15,7
03/10/2023 03:38;16,1
03/10/2023 04:38;16,0
03/10/2023 05:39;15,5
03/10/2023 06:39;15,6
03/10/2023 07:40;15,8
03/10/2023 08:40;17,6
03/10/2023 09:41;18,8
03/10/2023 10:41;19,4
03/10/2023 11:41;20,0
03/10/2023 12:42;19,4
03/10/2023 13:42;16,1
03/10/2023 14:43;15,9
03/10/2023 15:43;14,3
03/10/2023 16:44;14,6
03/10/2023 17:44;13,6
03/10/2023 18:44;13,5
03/10/2023 19:45;13,1
03/10/2023 20:45;12,3
03/10/2023 21:46;11,1
03/10/2023 22:46;9,8
03/10/2023 23:46;9,0
04/10/2023 00:47;8,5
04/10/2023 01:47;8,5
04/10/2023 02:48;7,6
04/10/2023 03:48;7,7
04/10/2023 03:49;7,7
04/10/2023 04:49;7,1
04/10/2023 05:49;7,4
04/10/2023 06:50;6,5
04/10/2023 07:50;8,1
04/10/2023 08:51;9,0
04/10/2023 09:51;10,6
04/10/2023 10:51;12,8
04/10/2023 11:52;14,0
04/10/2023 12:52;14,8
04/10/2023 13:53;14,7
04/10/2023 14:53;14,8
04/10/2023 15:53;15,1
04/10/2023 16:54;13,6
04/10/2023 17:54;12,9
04/10/2023 18:55;11,0
04/10/2023 19:55;10,0
04/10/2023 20:56;9,2
04/10/2023 21:56;9,0
04/10/2023 22:56;8,6
04/10/2023 23:57;8,8
05/10/2023 00:57;8,7
05/10/2023 01:58;8,3
05/10/2023 02:58;8,0
05/10/2023 03:59;7,8
05/10/2023 04:59;8,4
05/10/2023 05:59;7,8
05/10/2023 07:00;8,4
05/10/2023 08:00;8,5
05/10/2023 09:01;9,9
05/10/2023 10:01;12,1
05/10/2023 11:01;13,7
05/10/2023 12:02;13,9
05/10/2023 13:02;13,1
05/10/2023 14:03;13,8
05/10/2023 14:03;13,8
05/10/2023 15:03;14,0
05/10/2023 16:04;13,5
05/10/2023 17:04;14,5
05/10/2023 18:05;11,3
05/10/2023 19:05;10,3
05/10/2023 20:05;9,6
05/10/2023 21:06;9,8
05/10/2023 22:06;9,8
05/10/2023 23:07;9,2
06/10/2023 00:07;8,7
06/10/2023 01:08;8,3
06/10/2023 02:08;8,3
06/10/2023 03:08;8,0
06/10/2023 04:09;7,9
06/10/2023 05:09;7,4
06/10/2023 06:10;7,4
06/10/2023 07:10;8,0
06/10/2023 08:11;7,8
06/10/2023 08:11;7,8
06/10/2023 09:11;10,0
06/10/2023 10:12;11,2
06/10/2023 11:12;14,2
06/10/2023 12:12;16,2
06/10/2023 13:13;16,9
06/10/2023 14:13;16,8
06/10/2023 15:14;16,5
06/10/2023 16:14;15,7
06/10/2023 17:15;14,1
06/10/2023 18:15;13,1
06/10/2023 19:15;12,5
06/10/2023 20:16;12,0
06/10/2023 21:17;10,2
06/10/2023 22:17;11,0
06/10/2023 23:17;9,7
07/10/2023 00:18;10,2
07/10/2023 00:18;10,2
07/10/2023 01:18;10,3
07/10/2023 02:19;9,3
07/10/2023 03:19;8,0
07/10/2023 04:20;7,8
07/10/2023 05:20;7,3
07/10/2023 06:21;7,9
07/10/2023 07:21;8,9
07/10/2023 08:21;10,0
07/10/2023 09:22;10,8
07/10/2023 10:22;11,8
07/10/2023 11:23;13,0
07/10/2023 12:23;14,4
07/10/2023 13:24;16,7
07/10/2023 14:24;18,0
07/10/2023 15:24;18,4
07/10/2023 16:25;18,3
07/10/2023 17:25;16,9
07/10/2023 18:26;16,0
07/10/2023 19:26;15,4
07/10/2023 20:26;15,2
07/10/2023 21:27;15,0
07/10/2023 22:27;15,6
07/10/2023 23:28;14,5
08/10/2023 00:28;14,2
08/10/2023 01:29;13,8
08/10/2023 02:29;13,4
08/10/2023 03:29;12,5
08/10/2023 04:30;11,2
08/10/2023 05:30;11,6
08/10/2023 06:31;11,0
08/10/2023 07:31;10,5
08/10/2023 08:32;12,0
08/10/2023 09:32;13,7
08/10/2023 10:32;16,1
08/10/2023 10:33;16,1
08/10/2023 11:33;18,5
08/10/2023 12:33;20,2
08/10/2023 13:34;21,5
08/10/2023 14:34;22,3
08/10/2023 15:35;22,2
08/10/2023 16:35;20,1
08/10/2023 17:36;18,5
08/10/2023 18:36;17,3
08/10/2023 19:36;16,4
08/10/2023 20:37;14,6
08/10/2023 21:37;15,4
08/10/2023 22:38;15,3
08/10/2023 23:38;16,4
09/10/2023 00:38;16,3
09/10/2023 01:39;16,2
09/10/2023 02:39;15,2
09/10/2023 03:40;14,6
09/10/2023 03:40;14,6
09/10/2023 04:40;14,6
09/10/2023 05:41;13,8
09/10/2023 06:41;13,7
09/10/2023 07:42;13,9
09/10/2023 08:42;14,3
09/10/2023 09:43;15,8
09/10/2023 10:43;16,3
09/10/2023 11:43;17,8
09/10/2023 12:44;19,0
09/10/2023 13:44;20,7
09/10/2023 14:45;20,7
09/10/2023 14:45;20,7
09/10/2023 15:46;20,2
09/10/2023 16:46;19,4
09/10/2023 17:46;18,1
09/10/2023 18:47;17,2
09/10/2023 18:47;17,2
09/10/2023 19:47;18,0
09/10/2023 20:48;16,5
09/10/2023 21:48;15,5
09/10/2023 22:49;15,6
09/10/2023 23:49;15,2
10/10/2023 00:50;12,8
10/10/2023 01:50;11,9
10/10/2023 02:50;11,4
10/10/2023 03:51;11,5
10/10/2023 04:51;10,5
10/10/2023 05:52;10,4
10/10/2023 06:52;10,5
10/10/2023 07:53;12,2
10/10/2023 08:53;13,1
10/10/2023 09:53;14,4
10/10/2023 10:54;17,4
10/10/2023 11:54;18,5
10/10/2023 12:55;19,4
10/10/2023 13:55;20,8
10/10/2023 14:55;21,0
10/10/2023 15:56;20,6
10/10/2023 16:56;18,5
10/10/2023 17:57;17,4
10/10/2023 19:58;15,1
10/10/2023 19:58;15,1
10/10/2023 19:59;15,1
10/10/2023 20:59;15,2
10/10/2023 21:59;15,5
10/10/2023 23:00;14,6
11/10/2023 00:00;14,2
11/10/2023 01:01;14,0
11/10/2023 02:01;12,9
11/10/2023 03:02;12,2
11/10/2023 04:02;13,5
11/10/2023 05:02;13,0
11/10/2023 06:03;13,4
11/10/2023 07:03;12,6
11/10/2023 08:04;12,3
11/10/2023 09:04;14,3
11/10/2023 10:04;16,9
11/10/2023 11:05;18,8
11/10/2023 12:05;20,3
11/10/2023 13:06;21,2
11/10/2023 14:06;22,5
11/10/2023 15:07;22,8
11/10/2023 16:07;22,7
11/10/2023 17:07;20,5
11/10/2023 18:08;18,8
11/10/2023 19:08;18,8
11/10/2023 20:09;18,2
11/10/2023 20:09;18,2
11/10/2023 21:09;17,5
11/10/2023 22:10;17,2
11/10/2023 23:10;16,7
12/10/2023 00:11;16,5
12/10/2023 01:11;15,8
12/10/2023 02:11;15,8
12/10/2023 03:12;16,2
12/10/2023 04:12;15,5
12/10/2023 05:13;14,5
12/10/2023 06:13;14,3
12/10/2023 07:14;14,3
12/10/2023 08:14;14,3
12/10/2023 09:14;15,1
12/10/2023 10:15;15,3
12/10/2023 11:15;13,7
12/10/2023 12:16;14,1
12/10/2023 13:16;15,4
12/10/2023 14:17;15,1
12/10/2023 15:17;15,5
12/10/2023 16:17;16,0
12/10/2023 17:18;15,5
12/10/2023 18:18;15,9
12/10/2023 19:19;15,9
12/10/2023 20:19;16,0
12/10/2023 21:19;15,5
12/10/2023 22:20;16,1
12/10/2023 23:20;15,6
13/10/2023 00:21;15,0
13/10/2023 01:21;15,0
13/10/2023 02:22;14,8
13/10/2023 03:22;14,3
13/10/2023 04:22;14,2
13/10/2023 05:23;13,7
13/10/2023 06:23;13,4
13/10/2023 07:24;13,9
13/10/2023 08:24;15,0
13/10/2023 09:25;15,7
13/10/2023 10:25;17,5
13/10/2023 11:25;19,8
13/10/2023 12:26;21,0
13/10/2023 13:26;21,4
13/10/2023 14:27;22,1
13/10/2023 15:27;24,7
13/10/2023 16:27;22,4
13/10/2023 17:28;19,4
13/10/2023 18:28;19,6
13/10/2023 19:29;19,8
13/10/2023 20:29;19,3
13/10/2023 21:30;19,3
13/10/2023 22:30;18,3
13/10/2023 23:30;18,8
14/10/2023 00:31;19,4
14/10/2023 00:31;19,4
14/10/2023 01:32;19,3
14/10/2023 02:32;18,8
14/10/2023 03:32;15,9
14/10/2023 04:33;15,8
14/10/2023 05:33;15,5
14/10/2023 06:34;14,3
14/10/2023 07:34;13,8
14/10/2023 08:34;12,3
14/10/2023 09:35;11,6
14/10/2023 10:35;11,7
14/10/2023 11:36;12,2
14/10/2023 12:36;13,4
14/10/2023 13:37;12,0
14/10/2023 14:37;13,9
14/10/2023 15:37;12,1
14/10/2023 16:38;11,3
14/10/2023 17:38;10,7
14/10/2023 18:39;10,0
14/10/2023 19:39;8,2
14/10/2023 20:40;6,8
14/10/2023 21:40;6,0
14/10/2023 22:40;5,0
14/10/2023 23:41;5,3
15/10/2023 00:41;5,4
15/10/2023 01:42;5,3
15/10/2023 02:42;5,1
15/10/2023 03:42;4,5
15/10/2023 04:43;4,2
15/10/2023 05:43;3,9
15/10/2023 06:44;3,2
15/10/2023 07:44;4,0
15/10/2023 08:45;6,0
15/10/2023 09:45;7,9
15/10/2023 10:45;8,0
15/10/2023 11:46;9,4
15/10/2023 12:46;10,2
15/10/2023 13:47;10,6
15/10/2023 14:47;11,2
15/10/2023 15:48;10,1
15/10/2023 16:48;8,2
15/10/2023 17:48;6,0
15/10/2023 18:49;4,5
15/10/2023 19:49;3,2
15/10/2023 20:50;3,0
15/10/2023 21:50;3,4
15/10/2023 22:50;2,0
15/10/2023 23:51;3,1
16/10/2023 00:51;3,8
16/10/2023 01:52;3,3
16/10/2023 02:52;2,7
16/10/2023 03:53;2,2
16/10/2023 04:53;0,6
16/10/2023 04:53;0,6
16/10/2023 05:54;2,1
16/10/2023 06:54;1,8
16/10/2023 07:55;2,6
16/10/2023 08:55;3,9
16/10/2023 09:55;4,9
16/10/2023 10:56;6,6
16/10/2023 11:56;7,9
16/10/2023 12:57;10,1
16/10/2023 13:57;10,2
16/10/2023 14:57;9,9
16/10/2023 15:58;8,9
16/10/2023 16:58;7,6
16/10/2023 17:59;6,6
16/10/2023 18:59;5,9
16/10/2023 20:00;5,0
16/10/2023 21:00;5,0
16/10/2023 21:00;5,0
16/10/2023 22:01;4,8
16/10/2023 23:01;4,6
17/10/2023 00:01;4,0
17/10/2023 01:02;3,7
17/10/2023 02:02;3,2
17/10/2023 03:03;3,0
17/10/2023 04:03;3,2
17/10/2023 05:04;2,7
17/10/2023 06:04;3,1
17/10/2023 07:04;2,5
17/10/2023 08:05;3,0
17/10/2023 09:05;3,9
17/10/2023 10:06;4,9
17/10/2023 11:06;6,1
17/10/2023 12:07;7,1
17/10/2023 13:07;7,6
17/10/2023 14:07;7,9
17/10/2023 15:08;8,9
17/10/2023 16:08;8,3
17/10/2023 17:09;7,1
17/10/2023 18:09;6,0
17/10/2023 19:10;5,8
17/10/2023 20:10;5,7
17/10/2023 21:11;5,4
17/10/2023 22:11;5,0
17/10/2023 23:11;4,7
18/10/2023 00:12;4,2
18/10/2023 01:12;4,2
18/10/2023 02:13;4,0
18/10/2023 03:13;3,5
18/10/2023 04:14;3,2
18/10/2023 05:14;3,0
18/10/2023 06:14;2,8
18/10/2023 07:15;3,0
18/10/2023 08:15;3,4
18/10/2023 08:16;3,4
18/10/2023 09:16;4,8
18/10/2023 10:16;6,6
18/10/2023 11:17;7,1
18/10/2023 12:17;7,7
18/10/2023 13:18;9,0
18/10/2023 14:18;9,0
18/10/2023 15:18;10,0
18/10/2023 16:19;10,1
18/10/2023 17:19;9,9
18/10/2023 18:20;9,9
18/10/2023 19:20;9,7
18/10/2023 20:21;9,0
18/10/2023 21:21;8,4
18/10/2023 22:21;8,2
18/10/2023 23:22;9,1
19/10/2023 00:22;9,7
19/10/2023 00:22;9,7
19/10/2023 01:23;10,1
19/10/2023 02:23;11,1
19/10/2023 03:24;13,4
19/10/2023 04:24;13,1
19/10/2023 05:25;13,1
19/10/2023 06:25;13,4
19/10/2023 07:25;13,4
19/10/2023 08:26;13,4
19/10/2023 09:26;14,1
19/10/2023 10:27;14,4
19/10/2023 11:27;15,2
19/10/2023 12:28;15,3
19/10/2023 13:28;17,8
19/10/2023 14:28;14,5
19/10/2023 15:29;15,4
19/10/2023 16:29;14,8
19/10/2023 16:30;14,8
19/10/2023 17:30;13,8
19/10/2023 18:30;13,8
19/10/2023 19:31;13,6
19/10/2023 20:31;13,5
19/10/2023 21:32;13,4
19/10/2023 22:32;13,5
19/10/2023 23:32;13,3
20/10/2023 00:33;13,2
20/10/2023 01:33;13,4
20/10/2023 02:34;13,3
20/10/2023 03:34;13,1
20/10/2023 04:35;12,9
20/10/2023 05:35;12,8
20/10/2023 06:35;12,8
20/10/2023 07:36;12,8
20/10/2023 08:36;12,8
20/10/2023 09:37;13,2
20/10/2023 10:37;14,1
20/10/2023 11:37;14,1
20/10/2023 12:38;14,3
20/10/2023 13:38;13,2
